imdbid	title	wdid	rtid	mmid
tt0067065	Escape from the Planet of the Apes	Q469639	escape_from_the_planet_of_the_apes	4296
tt1857913	The Sorcerer and the White Snake	Q542532	null	76097
tt0058898	Alphaville	Q542688	alphaville	6983
tt0125678	Bongwater	Q542724	null	26213
tt0037514	Anchors Aweigh	Q542988	anchors_aweigh	2752
tt0142242	Dragon Ball Z: Broly – The Legendary Super Saiyan	Q543064	null	22250
tt0252028	Surviving Christmas	Q543163	surviving_christmas	13142
tt0069768	Battle for the Planet of the Apes	Q469654	battle_for_the_planet_of_the_apes	4300
tt0463985	The Fast and the Furious: Tokyo Drift	Q213208	fast_and_the_furious_tokyo_drift	34447
tt0162222	Cast Away	Q213411	cast_away	99
tt0111477	Trapped in Paradise	Q470652	trapped_in_paradise	728
tt0071458	Effi Briest	Q470657	effi_briest	7934
tt1028576	Secretariat	Q470665	secretariat	65701
tt0163978	The Beach	Q470692	beach	4
tt1002567	Hansel and Gretel	Q486340	null	52067
tt1373120	Breathless	Q486355	null	55197
tt0090863	The Color of Money	Q470916	color_of_money	2167
tt0384806	The Amityville Horror	Q471054	amityville_horror	26559
tt0096969	Born on the Fourth of July	Q471159	born_on_the_fourth_of_july	854
tt0397892	Bolt	Q212792	bolt	37884
tt0329485	The Butterfly	Q470719	null	8372
tt0061578	The Dirty Dozen	Q470735	dirty_dozen	1983
tt0373074	Kung Fu Hustle	Q470759	kung_fu_hustle	21882
tt0120681	From Hell	Q470771	from_hell	922
tt0065051	Support Your Local Sheriff!	Q486417	null	10225
tt0048947	Anastasia	Q486591	1031763-anastasia	3412
tt0092710	Burglar	Q486597	1003276-burglar	5303
tt1287878	Poetry	Q486803	poetry_2010	66102
tt0102798	Robin Hood: Prince of Thieves	Q486822	robin_hood_prince_of_thieves	472
tt0084503	Pink Floyd—The Wall	Q213683	pink_floyd_the_wall	4659
tt0082949	Le Professionnel	Q470806	le-professionnel	5893
tt0106697	Demolition Man	Q470891	demolition_man	279
tt0236493	The Mexican	Q469839	mexican	155
tt0102050	Voyager	Q469921	null	11397
tt0467200	The Other Boleyn Girl	Q470073	other_boleyn_girl	8045
tt0027698	The Great Ziegfeld	Q470218	great_ziegfeld	5533
tt1167638	22 Bullets	Q215319	22_bullets	60723
tt0457430	Pan's Labyrinth	Q216006	pans_labyrinth	31032
tt0126765	23	Q216269	23	15861
tt0298130	The Ring	Q212804	ring	4105
tt0320193	Oasis	Q487216	1133147-oasis	10965
tt1345734	Rough Cut	Q487263	null	54483
tt1682180	Stoker	Q487271	stoker_2013	88266
tt1606384	My Way	Q487492	null	78993
tt0490076	All the Boys Love Mandy Lane	Q519147	all_the_boys_love_mandy_lane	43446
tt1570728	Crazy, Stupid, Love.	Q519490	771203531	72696
tt0265086	Black Hawk Down	Q221384	black_hawk_down	1727
tt0033870	The Maltese Falcon	Q221462	1013139-maltese_falcon	966
tt0432318	Live Free or Die	Q112365	live_free_or_die	43476
tt0062790	The Charge of the Light Brigade	Q112562	null	23061
tt0335563	Wonderland	Q112635	wonderland	8845
tt0098327	The Seventh Continent	Q542465	seventh_continent	4233
tt0120753	The Million Dollar Hotel	Q542492	million_dollar_hotel	3760
tt0064612	My Night at Maud's	Q542527	my_night_at_mauds	4850
tt2025526	War of the Arrows	Q486956	null	79632
tt0410297	The Lake House	Q487138	lake_house	34085
tt0180093	Requiem for a Dream	Q487181	requiem_for_a_dream	173
tt0111194	A Simple Twist of Fate	Q471401	simple_twist_of_fate	11557
tt0111255	The Specialist	Q471423	1056079	1347
tt0071487	The Phantom of Liberty	Q471445	phantom_of_liberty	3286
tt0430576	The Secret Life of Words	Q471500	secret_life_of_words	32287
tt0352343	Facing Windows	Q471551	null	18268
tt1399683	Winter's Bone	Q301049	10012136-winters_bone	63615
tt0338466	Stuck on You	Q301077	stuck_on_you	12089
tt0037691	Fallen Angel	Q301132	null	6197
tt0455760	Dead Silence	Q543403	dead_silence	40766
tt0114702	Total Eclipse	Q543462	total_eclipse	4639
tt0058083	Fail-Safe	Q543505	failsafe	5637
tt0238552	Replicant	Q543573	replicant	1996
tt1124035	The Ides of March	Q543581	the_ides_of_march	78251
tt1391034	And Soon the Darkness	Q543642	and_soon_the_darkness_2010	57852
tt0053085	The Mummy	Q543727	1014372-mummy	11906
tt0071141	Ali: Fear Eats the Soul	Q543810	fear_of_fear	2603
tt0274407	Callas Forever	Q302403	callas_forever	13079
tt0091530	The Mission	Q302490	1014027-mission	1637
tt0102603	Oscar	Q302682	1034151-oscar	2847
tt1325004	The Twilight Saga: Eclipse	Q217010	twilight_saga_eclipse	60820
tt0362387	2LDK	Q222040	null	15977
tt0427327	Hairspray	Q222041	hairspray	39159
tt0116282	Fargo	Q222720	fargo	195
tt1012804	Redbelt	Q221949	redbelt	43818
tt0472582	2:37	Q221992	237	41111
tt0100802	Total Recall	Q222018	total_recall	88
tt0499448	The Chronicles of Narnia: Prince Caspian	Q222023	chronicles_of_narnia_prince_caspian	43836
tt0076729	Smokey and the Bandit	Q521948	smokey_and_the_bandit	2363
tt0800240	Deception	Q522015	10009724-deception	42546
tt0061996	Mouchette	Q522032	mouchette-1967	10888
tt0099487	Edward Scissorhands	Q217182	edward_scissorhands	686
tt0050976	The Seventh Seal	Q217189	seventh_seal	2159
tt0280665	Femme Fatale	Q522185	1118216-femme_fatale	3634
tt0285175	Havoc	Q522235	havoc	26378
tt1606389	The Vow	Q522389	the_vow_2012	74583
tt0098635	When Harry Met Sally	Q471169	when_harry_met_sally	806
tt0291400	Monsieur Batignole	Q471239	null	15407
tt0023427	Scarface	Q471306	1018323-scarface	4276
tt0081059	Lion of the Desert	Q471362	lion_of_the_desert	11363
tt0068230	Asylum	Q543931	1001294-asylum	18071
tt0089264	Heaven Help Us	Q544035	heaven_help_us	7077
tt0097659	Kickboxer	Q544098	1011487-kickboxer	2846
tt0805576	Jar City	Q574713	null	41243
tt1289406	Harry Brown	Q574986	harry_brown	55893
tt0120863	The Thin Red Line	Q221491	1084146-thin_red_line	944
tt0327056	Mystic River	Q221586	mystic_river	11477
tt0068611	Frenzy	Q221587	frenzy	3087
tt1853614	A Letter to Momo	Q559417	a_letter_to_momo	78761
tt0113965	Never Talk to Strangers	Q559664	never_talk_to_strangers	4268
tt0120520	The Wings of the Dove	Q559893	wings_of_the_dove	3595
tt0116999	Marvin's Room	Q559907	marvins_room	3630
tt0441762	A Friend of Mine	Q560123	ein-fruend-von-mir-a-friend-of-mine	38885
tt0083580	Ace of Aces	Q560800	null	7052
tt0026071	Anna Karenina	Q561208	1001063-anna_karenina	2638
tt0046806	The Bridges at Toko-Ri	Q561982	bridges_at_tokori	6789
tt0076342	MacArthur	Q562177	macarthur	6526
tt0378428	Natural City	Q562396	natural_city	14460
tt0115710	Blood and Wine	Q470499	blood_and_wine	762
tt0342258	Unleashed	Q470507	1145385-unleashed	13893
tt0045061	The Quiet Man	Q470560	quiet_man	2338
tt0073012	The Four Musketeers	Q470584	four_musketeers	6268
tt0120148	Sliding Doors	Q470624	sliding_doors	1338
tt0384533	She Hate Me	Q519592	she_hate_me	22088
tt0045283	The White Reindeer	Q519594	valkoinen-peura-the-white-reindeer	50159
tt0480239	Atlas Shrugged: Part I	Q519619	atlas_shrugged_part_i	74518
tt1298554	Eva	Q519910	771259341	77393
tt0067327	The Last Movie	Q520051	last_movie	17487
tt1440741	From Beginning to End	Q302842	null	63052
tt1605630	American Reunion	Q303040	american_reunion_2012	78090
tt0117500	The Rock	Q216720	1072011-rock	311
tt0359013	Blade: Trinity	Q217008	blade_trinity	17879
tt0120382	The Truman Show	Q214801	truman_show	189
tt0066206	Patton	Q217220	patton	1846
tt1748122	Moonrise Kingdom	Q217112	moonrise_kingdom	82098
tt0024240	Lady for a Day	Q301649	null	5502
tt0433387	Harsh Times	Q301768	harsh_times	31947
tt0098967	Boiling Point	Q301823	3_4x_juugatsu	1292
tt0119345	I Know What You Did Last Summer	Q302174	i_know_what_you_did_last_summer	717
tt0115986	The Crow: City of Angels	Q302181	crow_the_city_of_angels	6411
tt1615918	Alvin and the Chipmunks: Chipwrecked	Q303678	alvin_and_the_chipmunks_chipwrecked_2011	77414
tt0050105	An Affair to Remember	Q303719	affair_to_remember	5011
tt0819714	The Edge of Love	Q471569	edge_of_love	43100
tt0981072	The Lucky Ones	Q471596	1189005-lucky_ones	49076
tt0120125	The Barber of Siberia	Q471628	null	7153
tt0072684	Barry Lyndon	Q471716	barry_lyndon	1484
tt1320304	30 Days of Night: Dark Days	Q224118	30-days-of-night-dark-days	63023
tt0120667	Fantastic Four	Q224130	fantastic_four	24465
tt1622547	30 Minutes or Less	Q224133	30_minutes_or_less	73020
tt0337563	13 Going on 30	Q224187	13_going_on_30	18494
tt0800369	Thor	Q217020	thor	65932
tt0436697	The Queen	Q223367	queen	34236
tt0332280	The Notebook	Q223374	notebook	18062
tt0419704	Donkey Xote	Q142600	null	25756
tt1555149	Elite Squad: The Enemy Within	Q142695	elite_squad_the_enemy_within	70833
tt0059825	The Train	Q142751	1037789-train	2616
tt0986213	Aaja Nachle	Q300814	null	55365
tt0229260	Book of Shadows: Blair Witch 2	Q300842	book_of_shadows_blair_witch_2	39
tt0405629	Aaltra	Q300983	null	18962
tt0345551	Latter Days	Q301046	latter_days	19627
tt0061722	The Graduate	Q217627	graduate	1464
tt0107076	Hard Target	Q574993	hard_target	2074
tt0870984	Antichrist	Q574998	1210830-antichrist	56874
tt0056443	Sanjuro	Q575014	null	4202
tt1241325	Objectified	Q575040	objectified	57486
tt0055558	Two Rode Together	Q232234	null	15876
tt0086494	Two of a Kind	Q232248	1022225-two_of_a_kind	5462
tt0082200	Continental Divide	Q232250	continental_divide	15277
tt0042579	House by the River	Q303833	null	10680
tt0348333	Waiting...	Q303862	waiting	29762
tt0064107	A Boy Named Charlie Brown	Q303887	a_boy_named_charlie_brown	22027
tt1485763	One Piece Film: Strong World	Q303929	null	62501
tt0454987	Let's Go to Prison	Q303977	lets_go_to_prison	38514
tt0115751	Breaking the Waves	Q538412	breaking_the_waves	1386
tt0955308	Robin Hood	Q223559	robin_hood_2010	57440
tt0478311	Knocked Up	Q222800	knocked_up	40932
tt1928330	Bad Ass	Q222852	bad_ass_2012	78222
tt0322259	2 Fast 2 Furious	Q222867	2_fast_2_furious	7126
tt0110167	It Could Happen to You	Q222868	1054344-it_could_happen_to_you	577
tt0050556	Jailhouse Rock	Q536342	jailhouse_rock	4771
tt0056193	Lolita	Q536560	1012611-lolita	1774
tt0372279	Festival Express	Q536608	festival_express	19525
tt0104389	The Hand That Rocks the Cradle	Q536676	hand_that_rocks_the_cradle	1157
tt0115438	2 Days in the Valley	Q222873	2_days_in_the_valley	630
tt0113497	Jumanji	Q222939	1068044-jumanji	1434
tt0059573	A Patch of Blue	Q223043	null	6970
tt0119094	Face/Off	Q223887	faceoff	291
tt0080437	The Big Red One	Q303136	big_red_one	2284
tt1172233	Whip It	Q303213	whip_it	58894
tt0072281	The Three Musketeers	Q303235	1021340-three_musketeers	9209
tt0098260	Scandal	Q303391	scandal_1989	8483
tt0063612	Skidoo	Q303456	null	39472
tt0051411	The Big Country	Q303477	big_country	2675
tt0395169	Hotel Rwanda	Q223884	hotel_rwanda	25960
tt0053125	North by Northwest	Q223139	north-by-northwest	554
tt0088939	The Color Purple	Q223299	color_purple	572
tt0458352	The Devil Wears Prada	Q223316	the_devil_wears_prada	34490
tt0024028	Footlight Parade	Q534459	footlight_parade	12917
tt0356614	Foolproof	Q534744	foolproof	13517
tt1424432	Senna	Q534785	senna	72465
tt0824758	The Last Station	Q535081	last_station	50374
tt0274309	24 Hour Party People	Q217294	24_hour_party_people	5387
tt0280380	Trapped	Q217303	1116086-trapped	4272
tt0099409	Desperate Hours	Q217307	1030864-desperate_hours	7708
tt0458525	X-Men Origins: Wolverine	Q217552	wolverine	47763
tt0080491	Caligula	Q217685	caligula	1991
tt0443706	Zodiac	Q218172	zodiac	20682
tt0090557	Round Midnight	Q576371	round_midnight	6617
tt0302585	FUBAR	Q576373	fubar	17890
tt0118798	Bulworth	Q576505	bulworth	391
tt0279065	Time Out	Q576583	time-out-l-emploi-du-temps	4872
tt0085154	All the Right Moves	Q576635	all_the_right_moves	6552
tt1266029	Nowhere Boy	Q576877	nowhere_boy	58274
tt0107843	Point of No Return	Q577469	1042629-point_of_no_return	3345
tt0986263	Surrogates	Q577475	10009598-surrogates	54783
tt1029234	Martyrs	Q577581	martyrs	50362
tt0041497	I Shot Jesse James	Q577617	null	12636
tt0021156	Morocco	Q577754	null	2644
tt0079368	Jesus	Q575248	null	4343
tt1023114	The Way Back	Q575778	the-way-back	61421
tt0381707	White Chicks	Q575848	white_chicks	19929
tt0065112	Topaz	Q224004	topaz	3128
tt0450188	La Vie en Rose	Q236217	la_vie_en_rose	36911
tt0876563	Ponyo on the Cliff by the Sea	Q236728	ponyo	46282
tt0048356	Marty	Q237116	1013427-marty	3223
tt0112651	The Celluloid Closet	Q535096	null	3735
tt0074252	Brutti, sporchi e cattivi	Q535295	down_and_dirty	6296
tt0096061	Scrooged	Q535395	scrooged	1421
tt0097670	Kinjite: Forbidden Subjects	Q535500	null	2956
tt0334965	Bring It On Again	Q535505	null	18054
tt0051418	The Blob	Q224964	the-blob	12388
tt0133363	Lovers of the Arctic Circle	Q224985	lovers_of_the_arctic_circle	1898
tt0078252	Snake in the Eagle's Shadow	Q225175	snake_in_the_eagles_shadow	4664
tt0119190	George of the Jungle	Q225260	1077847-george_of_the_jungle	1384
tt0054632	Last Year at Marienbad	Q225355	lannee_derniere_a_marienbad_1961	5136
tt1341188	How Do You Know	Q523197	everything_youve_got	68990
tt0396752	Nanny McPhee	Q523249	10004566-nanny_mcphee	22301
tt0118785	Junk Mail	Q523456	junk_mail	3688
tt0118972	The Devil's Own	Q521094	devils_own	1226
tt0058743	What a Way to Go!	Q521136	what_a_way_to_go	21467
tt0117102	Mr. Wrong	Q521290	mr_wrong	9498
tt0056218	The Manchurian Candidate	Q521387	1013227-manchurian_candidate	1551
tt0487419	The Secret of the Grain	Q521484	10009066	46355
tt0087127	Deathstalker	Q521538	deathstalker	12544
tt0088993	Day of the Dead	Q219170	1005360-day_of_the_dead	3361
tt1119646	The Hangover	Q219315	10010667-hangover	54691
tt0176269	Universal Soldier: The Return	Q225958	universal_soldier_the_return	5607
tt1263736	33 Scenes from Life	Q226193	null	55399
tt1646987	Wrath of the Titans	Q226773	clash_of_the_titans_2	81138
tt0175142	Scary Movie	Q219424	scary_movie	127
tt0281358	A Walk to Remember	Q219442	walk_to_remember	2035
tt0290334	X2	Q219776	x2_xmen_united	2100
tt0060665	A Man for All Seasons	Q218999	1013162-man_for_all_seasons	5094
tt0360486	Constantine	Q219150	constantine	15949
tt0077402	Dawn of the Dead	Q219155	1005339-dawn_of_the_dead	731
tt0075686	Annie Hall	Q233464	annie_hall	1535
tt0401729	John Carter	Q235347	john_carter	77607
tt0465670	Wilderness	Q575949	wilderness	36884
tt0066380	Vampyros Lesbos	Q575980	null	10539
tt1433108	Faster	Q576242	faster-2010	64601
tt0038455	The Dark Mirror	Q576249	null	7265
tt0141926	U-571	Q576367	u571	19
tt0367594	Charlie and the Chocolate Factory	Q218235	charlie_and_the_chocolate_factory	24768
tt0090966	Down and Out in Beverly Hills	Q218290	down_and_out_in_beverly_hills	604
tt0307901	25th Hour	Q218458	25th_hour	5460
tt1232826	Involuntary	Q218496	null	52316
tt0091538	Mona Lisa	Q574057	mona_lisa	5650
tt0411118	Anthony Zimmer	Q574196	anthony_zimmer	30476
tt1951264	The Hunger Games: Catching Fire	Q574583	the_hunger_games_catching_fire	88814
tt0286751	Pulse	Q196184	1113170-pulse	5746
tt0097814	Kiki's Delivery Service	Q196602	kikis_delivery_service	8963
tt0874423	Zoo	Q219988	null	40938
tt1486192	The Raven	Q235742	untitled_raven_project	77833
tt0070155	The Harder They Come	Q576909	harder_they_come	4355
tt0261983	Session 9	Q577221	session_9	5768
tt0076070	The Gauntlet	Q577306	gauntlet	2242
tt0393685	Santa's Slay	Q577360	null	27541
tt0063415	The Party	Q577407	1015967-party	1363
tt0298203	8 Mile	Q196665	8_mile	1931
tt0179183	Fortress 2: Re-Entry	Q254489	fortress_2_reentry	5444
tt0105477	Stop! Or My Mom Will Shoot	Q254555	stop_or_my_mom_will_shoot	2790
tt0372237	Guess Who	Q255137	guess_who	27639
tt0365376	A Tale of Two Sisters	Q255260	a_tale_of_two_sisters	14516
tt0490579	Dedication	Q225885	dedication	26414
tt0116040	Daylight	Q225916	daylight	681
tt0118971	The Devil's Advocate	Q224647	devils_advocate	305
tt0118020	A Self Made Hero	Q224929	a-selfmade-hero-un-heros-tres-discret	20907
tt0875113	99 Francs	Q228667	99_francs	42971
tt0058777	Zulu	Q228867	zulu	3702
tt0427229	Failure to Launch	Q228936	failure_to_launch	34320
tt0060138	Au Hasard Balthazar	Q228937	balthazar	8672
tt0160338	Guinevere	Q579541	1093738-guinevere	6839
tt0102975	Star Trek VI: The Undiscovered Country	Q579757	star_trek_vi_the_undiscovered_country	2452
tt0424823	Balls of Fury	Q579895	balls_of_fury	39563
tt0034266	Tarzan's Secret Treasure	Q587565	null	24520
tt0075276	Stroszek	Q587566	stroszek	5527
tt0065036	Stereo	Q587669	null	37451
tt1611224	Abraham Lincoln: Vampire Hunter	Q587707	abraham_lincoln_vampire_hunter	76688
tt0088979	D.A.R.Y.L.	Q537834	daryl	3408
tt0081696	Urban Cowboy	Q538042	urban_cowboy	6632
tt0053146	Black Orpheus	Q538266	black_orpheus	7015
tt0399201	The Island	Q224069	island	28105
tt0389722	30 Days of Night	Q224117	30_days_of_night	38696
tt0116421	The Glimmer Man	Q539545	glimmer_man	3842
tt0106673	Dave	Q539658	dave	2025
tt0069824	Brother Sun, Sister Moon	Q540104	brother_sun_sister_moon	20392
tt0758774	Body of Lies	Q578312	body_of_lies	45754
tt0102004	The Hard Way	Q578336	hard_way	4731
tt1054606	The Imaginarium of Doctor Parnassus	Q578344	1190561-imaginarium_of_doctor_parnassus	49753
tt0236348	Josie and the Pussycats	Q578391	josie_and_the_pussycats	348
tt0101252	29th Street	Q578700	29th_street	16496
tt0110475	The Mask	Q219421	1053779-mask	668
tt0051658	Gigi	Q577757	gigi	5496
tt0783598	Until Death	Q577841	null	36842
tt0031235	Dodge City	Q577872	1006042-dodge_city	2530
tt0040740	Road House	Q577918	null	6170
tt0083366	Zorro, The Gay Blade	Q577991	zorro_the_gay_blade	13925
tt0040919	Unfaithfully Yours	Q578061	null	6038
tt0047573	Them!	Q578809	1021186-them	3207
tt0137494	Entrapment	Q578873	entrapment	549
tt0923811	Evangelion: 1.0 You Are (Not) Alone	Q579209	null	49727
tt0112792	Dangerous Minds	Q579359	dangerous_minds	1124
tt0072081	The Return of the Pink Panther	Q579480	null	3742
tt0108255	Super Mario Bros.	Q535550	the-super-mario-bros	2454
tt0095863	Phantasm II	Q536139	phantasm_2	10065
tt0165662	Candyman 3: Day of the Dead	Q536289	candyman_3_day_of_the_dead	14905
tt0286112	Shaolin Soccer	Q536299	shaolin_soccer	5678
tt0105391	Shining Through	Q538438	shining_through	3932
tt0244479	Dark Blue World	Q538516	null	4592
tt0043983	Royal Wedding	Q538600	null	2601
tt0107613	Mr. Wonderful	Q538909	mr_wonderful	1029
tt1071804	Ink	Q539090	1216924-ink	59145
tt0172156	Bad Boys II	Q539269	bad_boys_ii	7872
tt0075200	The Shaggy D.A.	Q226944	null	17560
tt0038256	Without Love	Q227468	null	10461
tt0098520	Too Beautiful for You	Q227474	too_beautiful_for_you	11541
tt0066471	Too Late the Hero	Q227478	too_late_the_hero	7714
tt0057809	36 Hours	Q227532	1068456-36_hours	7463
tt0390808	36 Quai des Orfèvres	Q227548	thirty_six_quai_des_orfevres	27457
tt1411697	The Hangover Part II	Q274748	the_hangover_2	72141
tt0396652	Ice Princess	Q587029	ice_princess	27572
tt1356928	The Father of My Children	Q587111	father_of_my_children	60298
tt0304262	The Happiness of the Katakuris	Q587394	null	6321
tt0338095	High Tension	Q587407	high-tension-switchblade-romance	15829
tt0038787	Notorious	Q587419	1015287-notorious	1399
tt0055499	Through a Glass Darkly	Q587498	null	5422
tt0081562	Stir Crazy	Q232251	stir_crazy	2968
tt0069697	Watch Out, We're Mad!	Q232261	watch-out-were-mad	9330
tt1399103	Transformers: Dark of the Moon	Q232774	transformers_dark_of_the_moon	72436
tt0960890	Zombie Strippers	Q219796	zombie_strippers	48197
tt0470000	Wicked Little Things	Q219802	wicked_little_things	36530
tt0079788	Zombie Holocaust	Q219805	null	11140
tt1134674	ZMD: Zombies of Mass Destruction	Q219808	null	57055
tt1156398	Zombieland	Q219810	zombieland	58515
tt0086979	Blood Simple	Q237222	blood_simple	244
tt1032846	4 Months, 3 Weeks and 2 Days	Q238245	4_months_3_weeks_and_2_days	42467
tt0345950	The SpongeBob SquarePants Movie	Q579928	spongebob_squarepants_movie	18271
tt0293815	Friday After Next	Q580006	friday_after_next	5301
tt0881320	Sanctum	Q580351	sanctum	70098
tt0116882	Lilies	Q580490	1090236-lilies	3739
tt0067927	Vanishing Point	Q586880	1022504-vanishing_point	4748
tt1084955	Falling Up	Q587749	1220727	48865
tt0806203	Carriers	Q587809	1215790-carriers	58168
tt0219965	Bandits	Q587847	bandits	883
tt0112818	Dead Man Walking	Q587891	1068779	745
tt1212450	Lawless	Q253901	lawless_2012	76997
tt0459102	Import/Export	Q253921	null	39734
tt1493886	The Wild Hunt	Q253973	null	65338
tt0092890	Dirty Dancing	Q253978	dirty_dancing	1258
tt1211956	Escape Plan	Q196685	escape_plan	88054
tt0035417	The Talk of the Town	Q196933	null	3273
tt0071970	The Parallax View	Q196936	parallax_view	3998
tt0051201	Witness for the Prosecution	Q196977	witness_for_the_prosecution	2262
tt0035317	Sherlock Holmes and the Secret Weapon	Q255314	null	14893
tt0109045	The Adventures of Priscilla, Queen of the Desert	Q255328	adventures_of_priscilla_queen_of_the_desert	1210
tt0120812	Rush Hour	Q255342	rush_hour	303
tt0109446	The Client	Q255376	client	916
tt0093148	Harry and the Hendersons	Q240899	harry_and_the_hendersons	4325
tt0101516	Bugsy	Q241085	bugsy	2446
tt0028358	Things to Come	Q241141	null	17090
tt0098382	Star Trek V: The Final Frontier	Q241218	star_trek_v_the_final_frontier	3974
tt0114576	Sudden Death	Q241309	1068470-sudden_death	1711
tt0107091	Heart and Souls	Q238296	heart_and_souls	8009
tt0350261	An Unfinished Life	Q238858	unfinished_life	15493
tt0396269	Wedding Crashers	Q238866	wedding_crashers	27947
tt0449010	Eragon	Q239296	eragon	31207
tt0190332	Crouching Tiger, Hidden Dragon	Q273978	crouching_tiger_hidden_dragon	111
tt0070047	The Exorcist	Q274167	exorcist	145
tt1568911	War Horse	Q218589	war_horse	75308
tt0109936	Greedy	Q253107	greedy	3390
tt0068767	Fist of Fury	Q253565	null	2591
tt0086859	Against All Odds	Q253566	against_all_odds	2137
tt0091949	Short Circuit	Q540125	1018891	4015
tt0060315	Django	Q241811	django	9799
tt0028691	Captains Courageous	Q241876	null	3414
tt0058335	Marriage Italian-Style	Q241925	null	17972
tt0458339	Captain America: The First Avenger	Q275120	captain-america	71394
tt0343818	I, Robot	Q200572	i_robot	18222
tt0443274	Vantage Point	Q274887	vantage_point	40297
tt0283832	8 Women	Q274895	8_women	2406
tt0090568	8 Million Ways to Die	Q274904	8_million_ways_to_die	3026
tt0134273	8mm	Q274973	8mm	392
tt0037884	The Lost Weekend	Q237134	lost_weekend	4849
tt0101410	Barton Fink	Q237215	barton_fink	634
tt0239948	Saving Silverman	Q198451	saving_silverman	980
tt0095652	Monkey Shines	Q198557	monkey_shines	4281
tt1640711	A Few Best Men	Q198560	a_few_best_men	75361
tt1860152	17 Girls	Q200091	17_girls_2011	76580
tt0443456	Breaking and Entering	Q241391	breaking_and_entering	34074
tt0343660	50 First Dates	Q241482	50_first_dates	16361
tt0056172	Lawrence of Arabia	Q228186	lawrence_of_arabia	1049
tt0809504	The Accidental Husband	Q228244	accidental_husband	41748
tt0170705	Train of Life	Q228293	null	10013
tt0780567	Imagine That	Q228585	1190964-imagine_that	46424
tt0093058	Full Metal Jacket	Q243439	full_metal_jacket	250
tt0974661	17 Again	Q200096	1201402-17_again	48230
tt0042192	All About Eve	Q200299	1000626-all_about_eve	1534
tt0210358	Things You Can Tell Just by Looking at Her	Q536767	things_you_can_tell_just_by_looking_at_her	167
tt1153706	Dance Flick	Q536811	dance_flick	53767
tt1462667	Outrage	Q537026	outrage_2011	62832
tt0396857	Shadowboxer	Q537166	shadowboxer	32317
tt0109279	Black Beauty	Q537256	1052529-black_beauty	8258
tt0085603	Going Berserk	Q537621	going_berserk	23373
tt1135985	Sex Drive	Q537762	sex_drive	50849
tt0055205	Murder, She Said	Q197233	murder_she_said	11956
tt0258885	Platform	Q197412	platform	11159
tt1430132	The Wolverine	Q197491	wolverine_2	90565
tt0074896	Mohammad, Messenger of God	Q588464	message	11711
tt0092974	Ernest Goes to Camp	Q588470	ernest_goes_to_camp	4556
tt0026866	Peter Ibbetson	Q589066	null	12565
tt0479968	One Missed Call	Q589203	one_missed_call	40591
tt0106881	Fearless	Q255742	1046151-fearless	631
tt0186975	Down to You	Q255891	1094415	3824
tt0368658	Stage Beauty	Q256037	stage_beauty	19292
tt0023622	Trouble in Paradise	Q256416	1118325-trouble_in_paradise	5264
tt0022550	Waterloo Bridge	Q257486	null	40698
tt0106452	Body Snatchers	Q257514	body_snatchers	1899
tt0411061	88 Minutes	Q274400	88_minutes	23729
tt0110006	Heavyweights	Q239413	1059860-heavyweights	8553
tt0056371	Before the Revolution	Q239630	before-the-revolution-prima-della-rivoluzione	11429
tt0050986	Wild Strawberries	Q239756	null	3151
tt0082869	Outland	Q239794	13884	1781
tt0455824	Australia	Q275180	australia	42821
tt1037705	The Book of Eli	Q274529	10010488	54220
tt0052077	Plan 9 from Outer Space	Q257515	plan-9-from-outer-space	4514
tt0099938	Kindergarten Cop	Q257630	kindergarten_cop	1462
tt0061452	Casino Royale	Q591272	1003722-casino_royale	4883
tt0988045	Sherlock Holmes	Q200396	sherlock_holmes_2009	54684
tt0067148	Godzilla vs. Hedorah	Q200432	godzilla_vs_the_smog_monster	10714
tt0079944	Stalker	Q200437	1043378-stalker	4282
tt0859163	The Mummy: Tomb of the Dragon Emperor	Q240713	mummy_tomb_of_the_dragon_emperor	44684
tt0174330	Venus Beauty Institute	Q240765	null	5609
tt0111438	Timecop	Q240849	timecop	817
tt0120716	Jakob the Liar	Q240894	jakob_the_liar	578
tt0093773	Predator	Q200804	predator	431
tt1515091	Sherlock Holmes: A Game of Shadows	Q243643	sherlock_holmes_a_game_of_shadows	72142
tt0397078	Just My Luck	Q228964	just_my_luck	34532
tt0055614	West Side Story	Q273704	west_side_story	1444
tt1623205	Oz: The Great and Powerful	Q590216	oz_the_great_and_powerful	83082
tt0790724	Jack Reacher	Q590252	jack_reacher	86718
tt0075790	The Brothers Lionheart	Q200607	broderna_lejonhjarta_1977	15427
tt0125439	Notting Hill	Q200672	notting_hill	836
tt0227445	The Score	Q241941	1108799-score	567
tt0087363	Gremlins	Q241958	gremlins	821
tt1331291	5150 Elm's Way	Q242079	null	56473
tt0090567	52 Pick-Up	Q242764	52_pickup	4971
tt0064137	Castle Keep	Q258319	castle_keep	17515
tt0110877	Il Postino: The Postman	Q258647	il_postino_the_postman	1478
tt0245803	Bulletproof Monk	Q258754	bulletproof_monk	3435
tt0056062	Hell Is for Heroes	Q258795	null	1493
tt0800039	Forgetting Sarah Marshall	Q201379	forgetting_sarah_marshall	46195
tt0077416	The Deer Hunter	Q201674	deer_hunter	251
tt1013753	Milk	Q201687	10009495-milk	50046
tt1024255	Wild Child	Q590352	10008678-wild_child	46619
